hrwage,educ,female,fulltimely
5.548077,Some college,0,1.0
9.615385,Some college,0,1.0
6.7326922,College degree,1,0.0
28.846153,HS diploma/GED,0,1.0
9.615385,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
20.192308,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
6.6666665,Less than HS,0,0.0
.,Less than HS,1,.
.,Graduate degree,1,.
42.735043,College degree,0,1.0
24.038462,Some college,0,1.0
.,Some college,1,.
.,.,0,.
.,.,0,.
.,.,0,.
.,.,0,.
0.0,HS diploma/GED,1,1.0
.,Graduate degree,0,.
8.076923,Less than HS,1,0.0
10.0,Some college,0,0.0
.,.,0,.
9.5,HS diploma/GED,0,0.0
17.307692,HS diploma/GED,1,1.0
14.423077,Some college,0,1.0
32.05128,Some college,1,0.0
.,.,0,.
.,.,1,.
14.423077,HS diploma/GED,0,1.0
19.23077,HS diploma/GED,0,1.0
0.0,HS diploma/GED,0,1.0
11.574074,HS diploma/GED,0,1.0
9.615385,HS diploma/GED,1,1.0
.,Less than HS,1,.
11.904762,Less than HS,0,1.0
11.904762,Less than HS,1,1.0
.,Less than HS,0,.
20.673077,College degree,0,1.0
0.0,HS diploma/GED,1,1.0
9.89011,HS diploma/GED,0,1.0
26.923077,College degree,1,1.0
33.173077,College degree,1,1.0
51.53846,College degree,0,1.0
.,.,1,.
.,.,0,.
12.019231,HS diploma/GED,0,1.0
.,College degree,1,.
.,.,1,.
.,.,1,.
.,.,1,.
.,.,1,.
15.384615,Some college,1,0.0
.,College degree,1,.
.,Some college,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
15.865385,Some college,0,1.0
.,Some college,1,.
.,Some college,1,.
8.055288,HS diploma/GED,0,1.0
18.028847,College degree,1,0.0
.,Less than HS,0,.
.,Less than HS,1,.
16.346153,Some college,1,0.0
53.46154,Graduate degree,0,1.0
39.773865,Graduate degree,1,1.0
.,College degree,0,.
39.291668,Some college,1,0.0
33.653847,Some college,1,1.0
.,Graduate degree,1,.
86.53846,Graduate degree,0,1.0
53.365383,College degree,0,1.0
23.077885,Graduate degree,1,1.0
.,.,0,.
9.368836,Some college,1,1.0
.,HS diploma/GED,0,.
39.0625,Graduate degree,0,1.0
.,Graduate degree,1,.
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,0,.
9.214744,HS diploma/GED,1,1.0
.,Less than HS,0,.
.,Some college,0,.
27.403847,Some college,0,1.0
19.23077,Some college,1,1.0
7.949519,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,College degree,0,.
.,Some college,1,.
13.461538,Some college,1,1.0
.,College degree,0,.
.,HS diploma/GED,1,.
4.326923,College degree,0,1.0
24.038462,College degree,0,1.0
15.294118,HS diploma/GED,1,0.0
15.432693,HS diploma/GED,0,1.0
21.634615,Less than HS,0,1.0
45.192307,Some college,0,1.0
.,Some college,1,.
.,.,0,.
.,.,0,.
33.653847,Graduate degree,1,1.0
.,Some college,1,.
24.038462,Less than HS,0,1.0
.,.,1,.
.,.,1,.
.,Some college,1,.
.,Less than HS,0,.
.,College degree,1,.
5.769231,Some college,1,1.0
21.153847,HS diploma/GED,0,1.0
.,Graduate degree,0,.
.,College degree,1,.
0.0,College degree,0,1.0
0.0,Graduate degree,0,1.0
32.692307,Graduate degree,1,1.0
.,.,1,.
.,Less than HS,0,.
13.247863,Less than HS,0,1.0
7.8125,Some college,1,0.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
0.0,Graduate degree,0,1.0
28.869047,Graduate degree,1,1.0
.,.,0,.
.,.,1,.
27.472527,College degree,0,1.0
46.703297,College degree,1,1.0
25.0,Some college,0,0.0
.,Less than HS,0,.
.,Less than HS,0,.
15.865385,HS diploma/GED,1,1.0
.,College degree,1,.
.,Less than HS,1,.
.,Less than HS,0,.
10.576923,Less than HS,1,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,.,1,.
.,.,1,.
.,.,0,.
.,College degree,1,.
0.0,Graduate degree,0,0.0
.,College degree,1,.
.,Less than HS,0,.
0.0,Less than HS,0,0.0
11.538462,Less than HS,1,1.0
.,HS diploma/GED,0,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
7.766272,Less than HS,0,1.0
26.923077,College degree,0,0.0
20.4,College degree,1,1.0
28.125,HS diploma/GED,1,1.0
35.576923,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
.,College degree,1,.
0.0,HS diploma/GED,0,1.0
12.980769,HS diploma/GED,0,1.0
5.625,Less than HS,1,1.0
.,.,0,.
.,.,0,.
8.653846,Some college,0,1.0
15.0,Less than HS,1,1.0
4.2752137,HS diploma/GED,1,0.0
6.5306125,HS diploma/GED,1,1.0
17.5,Less than HS,0,1.0
.,Less than HS,1,.
30.76923,College degree,1,1.0
320.51282,College degree,0,1.0
.,Less than HS,0,.
0.0,College degree,0,1.0
23.076923,Some college,1,1.0
17.307692,Some college,1,1.0
28.846153,Some college,0,1.0
20.192308,HS diploma/GED,0,1.0
.,HS diploma/GED,0,.
44.070515,Some college,1,0.0
.,College degree,0,.
19.807692,College degree,0,1.0
12.019231,Some college,1,1.0
.,Less than HS,0,.
.,.,1,.
.,.,1,.
.,Some college,0,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,HS diploma/GED,0,.
21.153847,HS diploma/GED,1,1.0
11.057693,HS diploma/GED,0,1.0
9.615385,HS diploma/GED,0,1.0
14.957265,College degree,0,1.0
12.019231,HS diploma/GED,1,1.0
.,Some college,0,.
.,Graduate degree,1,.
.,HS diploma/GED,0,.
.,.,1,.
.,Less than HS,0,.
56.73077,College degree,0,1.0
48.85655,Graduate degree,1,1.0
32.05128,Graduate degree,1,0.0
22.650427,Graduate degree,0,1.0
28.846153,HS diploma/GED,0,1.0
.,Some college,1,.
38.46154,HS diploma/GED,0,0.0
.,Some college,1,.
0.0,College degree,1,1.0
11.661808,College degree,0,1.0
.,Some college,0,.
12.020192,HS diploma/GED,0,1.0
33.575317,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
58.88889,Graduate degree,1,1.0
35.470085,Graduate degree,0,1.0
.,.,0,.
.,College degree,1,.
28.846153,Some college,0,1.0
6.923077,Some college,0,1.0
.,College degree,1,.
.,HS diploma/GED,1,.
32.852566,HS diploma/GED,0,1.0
28.846153,Less than HS,1,0.0
14.423077,Less than HS,0,1.0
9.134615,Less than HS,1,1.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,.,1,.
.,.,1,.
.,.,0,.
.,.,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
9.440559,Less than HS,0,1.0
0.0,HS diploma/GED,0,0.0
.,.,0,.
.,Graduate degree,0,.
.,College degree,1,.
0.0,Graduate degree,1,1.0
7.451923,HS diploma/GED,1,1.0
25.147928,HS diploma/GED,0,1.0
.,.,1,.
19.23077,Less than HS,0,1.0
8.603239,Some college,1,0.0
8.064102,Some college,0,0.0
44.23077,College degree,1,1.0
230.76923,HS diploma/GED,0,1.0
.,Graduate degree,1,.
67.30769,Graduate degree,0,1.0
.,Graduate degree,0,.
9.0,Less than HS,1,1.0
8.653846,Less than HS,0,1.0
14.423077,Some college,1,1.0
.,HS diploma/GED,0,.
.,.,1,.
.,.,0,.
.,Graduate degree,1,.
0.0,Graduate degree,0,1.0
11.057693,College degree,0,1.0
12.019231,Less than HS,0,1.0
.,Less than HS,1,.
.,HS diploma/GED,1,.
12.019231,HS diploma/GED,0,1.0
.,.,0,.
25.0,HS diploma/GED,1,1.0
23.076923,Some college,0,1.0
.,Less than HS,0,.
.,.,1,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,1,.
20.0,College degree,1,0.0
38.46154,College degree,0,1.0
.,Less than HS,0,.
.,.,0,.
0.0,HS diploma/GED,1,1.0
7.2115383,HS diploma/GED,0,0.0
13.461538,HS diploma/GED,0,1.0
.,Some college,0,.
31.25,Some college,1,1.0
0.96153843,College degree,0,1.0
18.0,College degree,1,1.0
.,HS diploma/GED,1,.
31.25,College degree,1,1.0
.,Some college,0,.
.,Some college,0,.
15.625961,College degree,1,1.0
19.711538,College degree,0,1.0
14.615385,College degree,1,1.0
17.482517,College degree,1,1.0
9.89011,HS diploma/GED,0,1.0
.,.,0,.
18.26923,HS diploma/GED,1,1.0
28.846153,Graduate degree,1,1.0
.,HS diploma/GED,1,.
.,Some college,1,.
.,Less than HS,0,.
.,Less than HS,0,.
.,Less than HS,1,.
40.91653,College degree,1,1.0
.,College degree,1,.
.,College degree,1,.
16.346153,College degree,1,1.0
.,Some college,1,.
.,HS diploma/GED,1,.
.,.,1,.
.,Graduate degree,1,.
41.0,Graduate degree,0,1.0
50.60729,HS diploma/GED,0,1.0
38.46154,HS diploma/GED,1,1.0
21.25506,HS diploma/GED,0,1.0
18.518518,Some college,1,0.0
.,.,0,.
15.384615,Some college,1,0.0
21.634615,Some college,1,1.0
.,College degree,1,.
.,Some college,0,.
34.615383,College degree,0,1.0
.,College degree,1,.
.,.,1,.
.,.,0,.
.,.,1,.
48.076923,College degree,0,1.0
62.5,College degree,1,1.0
.,.,1,.
.,Less than HS,0,.
15.384615,Less than HS,1,1.0
.,Some college,0,.
.,Less than HS,1,.
27.777779,Some college,0,1.0
17.948717,Some college,1,0.0
.,Less than HS,1,.
.,.,0,.
.,Some college,1,.
.,Some college,0,.
0.0,Some college,0,0.0
7.2115383,Some college,1,0.0
.,Some college,1,.
.,HS diploma/GED,0,.
4.464286,HS diploma/GED,0,1.0
.,Some college,0,.
6.4102564,College degree,0,0.0
0.0,Less than HS,0,1.0
4.1666665,Less than HS,1,1.0
6.6666665,Some college,1,0.0
.,Some college,1,.
4.9242425,HS diploma/GED,0,0.0
2.1875,Some college,1,1.0
0.0,College degree,0,1.0
.,.,0,.
.,.,1,.
.,Less than HS,1,.
15.734265,HS diploma/GED,0,1.0
10.096154,Some college,1,1.0
.,Some college,1,.
13.736263,Some college,0,1.0
0.0,College degree,0,0.0
29.326923,Graduate degree,1,1.0
8.974359,Some college,0,0.0
0.0,Some college,1,1.0
13.006993,HS diploma/GED,0,1.0
.,Some college,1,.
.,.,1,.
.,.,0,.
.,Some college,1,.
38.46154,Some college,1,0.0
25.641026,Graduate degree,0,1.0
15.384615,College degree,1,1.0
7.5,Some college,0,0.0
.,.,1,.
33.653847,HS diploma/GED,0,1.0
62.5,HS diploma/GED,1,1.0
11.538462,HS diploma/GED,0,1.0
16.826923,HS diploma/GED,0,1.0
.,College degree,1,.
40.680473,Graduate degree,1,0.0
9.014423,College degree,0,0.0
8.843537,HS diploma/GED,0,1.0
13.076923,HS diploma/GED,0,1.0
13.076923,HS diploma/GED,0,1.0
.,Some college,1,.
.,Some college,0,.
42.78846,Some college,0,1.0
.,HS diploma/GED,1,.
27.403847,Graduate degree,1,1.0
18.367348,Some college,1,1.0
.,.,1,.
.,.,0,.
19.047619,HS diploma/GED,0,0.0
.,Graduate degree,1,.
44.871796,HS diploma/GED,0,1.0
25.384615,Some college,0,0.0
31.25,Some college,1,1.0
64.90385,Some college,0,1.0
18.75,Some college,1,1.0
.,.,1,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,.,1,.
50.96154,Some college,0,1.0
.,Some college,1,.
.,Less than HS,1,.
.,Less than HS,1,.
.,Some college,1,.
0.0,College degree,0,1.0
.,.,0,.
.,.,0,.
.,College degree,1,.
27.777779,Some college,0,1.0
13.221154,HS diploma/GED,1,0.0
.,Some college,0,.
11.538462,Some college,0,1.0
14.423077,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
22.58846,HS diploma/GED,0,1.0
19.264706,College degree,1,0.0
.,Less than HS,1,.
.,Less than HS,0,.
.,.,0,.
.,.,0,.
.,.,0,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
3.458145,Less than HS,1,0.0
.,HS diploma/GED,1,.
11.666667,Some college,1,0.0
.,.,1,.
.,.,1,.
31.25,Graduate degree,0,1.0
20.348837,Graduate degree,1,1.0
.,.,1,.
.,Some college,1,.
.,Graduate degree,1,.
.,HS diploma/GED,1,.
.,.,0,.
17.788462,Some college,0,1.0
.,Some college,0,.
.,HS diploma/GED,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
.,College degree,1,.
16.346153,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
.,Less than HS,0,.
12.5,College degree,1,0.0
.,Some college,0,.
.,Some college,1,.
.,HS diploma/GED,1,.
10.576923,HS diploma/GED,1,1.0
9.615385,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
35.25641,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
16.923077,Some college,0,1.0
.,College degree,0,.
3.75,Graduate degree,1,0.0
.,HS diploma/GED,1,.
2.5515,Less than HS,1,1.0
13.942307,College degree,0,1.0
.,.,0,.
.,.,0,.
.,.,0,.
11.0,HS diploma/GED,1,0.0
14.423077,HS diploma/GED,1,1.0
10.416667,HS diploma/GED,1,0.0
10.0,Some college,1,0.0
.,HS diploma/GED,1,.
.,.,1,.
.,.,0,.
.,.,0,.
80.76923,Some college,0,1.0
.,Some college,0,.
96.0,College degree,0,0.0
16.826923,HS diploma/GED,0,1.0
14.0625,Some college,1,1.0
.,HS diploma/GED,1,.
.,College degree,1,.
11.538462,Some college,0,1.0
12.980769,Some college,1,1.0
13.461538,Some college,1,1.0
12.019231,Some college,1,1.0
.,.,0,.
.,.,1,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
33.653847,Graduate degree,0,1.0
25.213675,College degree,1,1.0
51.136364,College degree,0,1.0
.,HS diploma/GED,1,.
57.923077,College degree,0,1.0
52.884617,Graduate degree,1,1.0
3.3333333,Graduate degree,0,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
24.038462,Some college,0,1.0
.,HS diploma/GED,1,.
19.23077,Some college,1,1.0
.,Less than HS,0,.
7.6923075,Less than HS,1,1.0
.,.,0,.
.,.,1,.
.,.,1,.
.,HS diploma/GED,0,.
0.0,HS diploma/GED,1,1.0
6.0096154,Some college,0,0.0
0.0,Some college,0,1.0
.,Some college,1,.
10.576923,HS diploma/GED,1,1.0
10.576923,HS diploma/GED,1,1.0
.,.,0,.
11.111111,Less than HS,0,1.0
.,Less than HS,1,.
.,Less than HS,1,.
.,.,1,.
.,.,0,.
57.692307,College degree,0,1.0
6.6666665,College degree,1,0.0
.,HS diploma/GED,0,.
.,Some college,1,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,Less than HS,1,.
0.0,Graduate degree,1,1.0
0.0,College degree,0,1.0
.,.,1,.
40.865383,Graduate degree,0,1.0
.,Graduate degree,1,.
.,.,1,.
.,.,1,.
33.46154,Some college,1,1.0
16.826923,Some college,1,1.0
.,Graduate degree,1,.
14.423077,HS diploma/GED,0,1.0
12.019231,HS diploma/GED,0,1.0
.,.,1,.
.,.,0,.
8.5470085,Some college,0,1.0
31.25,Graduate degree,0,1.0
.,College degree,1,.
.,.,1,.
.,Less than HS,1,.
15.166667,Less than HS,1,1.0
10.4,Less than HS,0,1.0
.,.,0,.
.,.,0,.
.,.,0,.
.,.,1,.
.,Some college,1,.
.,Graduate degree,0,.
.,Less than HS,1,.
21.367521,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,0,.
.,Less than HS,0,.
.,.,0,.
.,Less than HS,0,.
.,Some college,1,.
.,.,1,.
38.46154,Some college,1,1.0
38.46154,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
.,HS diploma/GED,0,.
34.615383,College degree,1,1.0
31.25,College degree,1,1.0
12.019231,College degree,1,1.0
12.019231,College degree,1,1.0
21.0,College degree,1,1.0
.,College degree,1,.
18.961538,College degree,0,0.0
.,Some college,1,.
.,Less than HS,0,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,Less than HS,0,.
14.285714,Some college,1,1.0
.,Some college,0,.
9.615385,Some college,1,0.0
12.237762,Less than HS,1,1.0
.,.,1,.
14.423077,HS diploma/GED,0,1.0
4.1666665,Less than HS,1,1.0
33.566433,College degree,0,1.0
.,Graduate degree,1,.
14.423077,HS diploma/GED,0,1.0
14.814815,Less than HS,1,0.0
16.153847,Less than HS,0,1.0
.,Less than HS,1,.
.,HS diploma/GED,0,.
.,Less than HS,0,.
9.807693,Some college,1,1.0
.,.,0,.
.,.,1,.
12.980769,HS diploma/GED,0,1.0
0.0,HS diploma/GED,1,0.0
.,.,0,.
.,.,1,.
.,.,0,.
48.076923,Graduate degree,0,1.0
32.05128,College degree,1,1.0
.,HS diploma/GED,0,.
12.019231,Some college,1,1.0
.,.,1,.
.,.,0,.
.,.,0,.
5.882353,Some college,1,1.0
0.5,HS diploma/GED,0,1.0
.,.,0,.
21.853148,College degree,1,1.0
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
0.0,Some college,1,1.0
16.666666,Some college,0,0.0
11.599511,Some college,0,1.0
.,Less than HS,1,.
.,HS diploma/GED,1,.
51.28205,College degree,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,1,.
12.019231,Some college,1,1.0
.,Some college,0,.
39.5,College degree,0,1.0
24.038462,College degree,1,1.0
83.333336,Some college,1,0.0
.,Less than HS,0,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
15.384615,Less than HS,1,1.0
.,Less than HS,1,.
.,.,0,.
51.28205,Graduate degree,0,1.0
76.08696,Graduate degree,1,1.0
.,.,1,.
.,.,1,.
18.846153,Graduate degree,0,1.0
.,Less than HS,1,.
.,.,1,.
.,.,0,.
43.26923,Some college,0,1.0
26.442308,College degree,1,1.0
.,.,0,.
8.173077,Less than HS,1,1.0
13.461538,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,HS diploma/GED,1,.
.,HS diploma/GED,1,.
.,College degree,0,.
.,College degree,1,.
30.76923,Some college,0,1.0
26.223776,Some college,1,0.0
.,Less than HS,1,.
10.178572,HS diploma/GED,1,0.0
.,Some college,1,.
.,.,1,.
40.384617,Graduate degree,0,1.0
.,Some college,1,.
26.666666,College degree,1,1.0
.,.,0,.
.,.,1,.
.,HS diploma/GED,1,.
83.61204,College degree,0,0.0
18.270193,HS diploma/GED,0,1.0
72.11539,Graduate degree,0,1.0
24.038462,Graduate degree,1,1.0
49.03846,Graduate degree,0,1.0
0.0,College degree,1,0.0
.,Less than HS,0,.
28.846153,Some college,0,1.0
21.923077,Some college,1,1.0
.,.,1,.
.,.,0,.
.,.,0,.
24.038462,Graduate degree,0,1.0
18.461538,Graduate degree,1,0.0
15.0,Less than HS,1,1.0
11.111111,HS diploma/GED,0,0.0
.,.,1,.
.,.,1,.
.,Some college,1,.
11.538462,HS diploma/GED,0,1.0
8.333333,Some college,1,0.0
4.8076925,Some college,0,1.0
10.0,Some college,0,0.0
3.267974,Less than HS,0,0.0
.,HS diploma/GED,1,.
28.846153,Graduate degree,0,1.0
38.46154,College degree,1,0.0
.,.,0,.
0.0,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,0,.
.,.,1,.
.,Some college,1,.
.,Less than HS,0,.
0.0,HS diploma/GED,1,1.0
11.979167,Less than HS,0,0.0
.,.,1,.
.,.,0,.
13.888889,Some college,0,1.0
.,Less than HS,1,.
4.8076925,Some college,1,1.0
8.653846,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,Less than HS,0,.
.,HS diploma/GED,1,.
10.839161,College degree,1,1.0
6.590909,Some college,0,0.0
7.2115383,HS diploma/GED,0,1.0
56.42857,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
16.346153,College degree,0,1.0
41.346153,Graduate degree,1,1.0
28.846153,Some college,1,1.0
.,Less than HS,1,.
.,.,0,.
0.0,Some college,0,1.0
.,HS diploma/GED,1,.
.,Graduate degree,1,.
304.1206,Graduate degree,0,1.0
.,.,0,.
.,.,1,.
16.666666,Some college,1,0.0
28.846153,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
48.076923,Some college,0,1.0
14.423077,Some college,0,1.0
.,HS diploma/GED,1,.
.,Less than HS,0,.
.,College degree,0,.
.,HS diploma/GED,1,.
18.055555,HS diploma/GED,1,0.0
9.615385,HS diploma/GED,0,1.0
.,.,0,.
19.23077,HS diploma/GED,1,0.0
0.0,Some college,0,1.0
.,Graduate degree,0,.
.,College degree,1,.
9.882479,HS diploma/GED,0,1.0
26.875,Graduate degree,1,1.0
.,Some college,0,.
9.615385,College degree,1,1.0
38.462395,Some college,0,1.0
.,Less than HS,1,.
24.216524,College degree,0,0.0
10.0,Some college,1,0.0
28.846153,Some college,0,1.0
28.846153,College degree,1,1.0
13.461538,Some college,1,1.0
26.442308,Some college,0,1.0
21.634615,Graduate degree,1,1.0
59.82906,Some college,0,1.0
.,College degree,1,.
.,Less than HS,0,.
.,Less than HS,0,.
12.5,HS diploma/GED,1,1.0
0.0,HS diploma/GED,1,1.0
19.23077,HS diploma/GED,0,1.0
10.416667,Some college,0,0.0
.,Some college,1,.
.,Less than HS,1,.
14.835165,HS diploma/GED,0,1.0
6.730769,Some college,1,0.0
.,.,1,.
9.333333,Some college,0,0.0
0.0,Some college,0,1.0
.,HS diploma/GED,1,.
8.461538,Some college,1,0.0
0.0,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
.,Some college,1,.
.,Some college,1,.
12.019231,Some college,1,1.0
.,Less than HS,1,.
.,Some college,0,.
.,.,0,.
.,.,0,.
25.0,College degree,1,1.0
34.615383,Some college,0,1.0
17.75148,HS diploma/GED,0,1.0
.,.,0,.
.,.,0,.
.,.,1,.
36.28447,Graduate degree,0,1.0
.,.,0,.
28.847115,HS diploma/GED,0,1.0
59.82906,College degree,0,1.0
.,HS diploma/GED,0,.
.,Some college,1,.
20.192308,Some college,0,1.0
8.5470085,HS diploma/GED,1,0.0
.,.,1,.
.,.,0,.
19.23077,Some college,0,1.0
.,Some college,0,.
.,HS diploma/GED,1,.
15.0,HS diploma/GED,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
53.048782,Graduate degree,1,1.0
5.6666665,Some college,1,0.0
.,Less than HS,1,.
.,.,0,.
0.0,Graduate degree,0,0.0
3.0333333,HS diploma/GED,1,0.0
.,HS diploma/GED,0,.
0.0,HS diploma/GED,0,0.0
20.0,HS diploma/GED,0,0.0
.,HS diploma/GED,1,.
.,.,1,.
20.192308,Less than HS,0,1.0
6.8681316,Less than HS,1,1.0
.,College degree,0,.
.,Some college,0,.
.,HS diploma/GED,1,.
0.0,Less than HS,0,1.0
13.75,Less than HS,1,0.0
.,.,1,.
.,.,1,.
.,.,0,.
35.0,Graduate degree,1,1.0
38.46154,Graduate degree,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
.,HS diploma/GED,0,.
24.51923,Some college,1,1.0
30.0,Some college,1,0.0
87.41259,Some college,1,0.0
.,Less than HS,1,.
30.172413,HS diploma/GED,1,1.0
28.846153,Some college,0,1.0
54.326923,Some college,0,1.0
.,Some college,1,.
20.192308,College degree,1,1.0
.,.,0,.
29.166666,College degree,1,0.0
80.128204,Some college,0,0.0
.,Less than HS,0,.
.,.,0,.
.,.,0,.
48.076923,Graduate degree,0,1.0
43.26923,Some college,1,1.0
6.2520833,Less than HS,0,1.0
5.210417,Less than HS,1,1.0
.,HS diploma/GED,1,.
.,College degree,1,.
7.2916665,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
7.2916665,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,.,0,.
.,.,0,.
21.634615,College degree,1,1.0
11.538462,Less than HS,0,0.0
.,Less than HS,1,.
.,Less than HS,0,.
.,.,0,.
21.634615,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,.,0,.
.,Less than HS,1,.
.,HS diploma/GED,1,.
43.956043,College degree,0,1.0
.,HS diploma/GED,1,.
.,HS diploma/GED,0,.
12.980769,HS diploma/GED,1,1.0
.,.,1,.
37.50119,College degree,1,1.0
.,.,0,.
.,.,0,.
.,HS diploma/GED,0,.
.,HS diploma/GED,1,.
7.2115383,HS diploma/GED,1,1.0
19.23077,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
14.285714,HS diploma/GED,0,1.0
14.285714,HS diploma/GED,1,1.0
13.461538,Less than HS,0,1.0
.,.,0,.
.,.,1,.
.,.,1,.
14.285714,Less than HS,1,1.0
15.0,College degree,1,1.0
0.0,Some college,0,1.0
.,.,1,.
.,.,0,.
.,HS diploma/GED,1,.
18.26923,Some college,0,1.0
.,Less than HS,1,.
11.5,HS diploma/GED,0,1.0
.,.,1,.
.,.,1,.
.,Less than HS,0,.
13.942307,Some college,0,1.0
0.0,Some college,0,1.0
0.0,Graduate degree,1,0.0
.,.,1,.
250.0,Graduate degree,0,1.0
.,College degree,1,.
.,.,1,.
21.634615,Some college,1,1.0
.,Less than HS,1,.
8.653846,Less than HS,0,1.0
.,Less than HS,1,.
.,.,0,.
.,.,0,.
.,.,1,.
.,Some college,0,.
.,Some college,1,.
10.848126,HS diploma/GED,1,1.0
12.692307,HS diploma/GED,0,1.0
.,HS diploma/GED,1,.
.,College degree,0,.
10.746606,HS diploma/GED,0,1.0
.,Less than HS,0,.
.,Less than HS,1,.
11.057693,HS diploma/GED,0,1.0
.,.,0,.
13.736263,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,Some college,1,.
20.192308,Some college,0,1.0
.,.,0,.
0.0,Some college,0,1.0
15.384615,HS diploma/GED,1,1.0
15.865385,HS diploma/GED,1,1.0
.,HS diploma/GED,0,.
.,Less than HS,1,.
.,.,0,.
.,Less than HS,1,.
16.02564,Less than HS,0,0.0
9.615385,HS diploma/GED,1,0.0
.,.,1,.
.,.,1,.
.,.,0,.
10.576923,Some college,1,1.0
71.42857,College degree,0,1.0
51.351353,Graduate degree,1,1.0
0.0,Less than HS,1,0.0
.,Less than HS,0,.
24.038462,College degree,0,1.0
17.307692,College degree,1,1.0
.,HS diploma/GED,1,.
16.826923,Some college,0,1.0
.,.,1,.
.,.,0,.
216.34616,Graduate degree,0,1.0
48.076923,Graduate degree,0,1.0
.,Some college,1,.
8.173077,HS diploma/GED,0,1.0
.,Some college,1,.
.,.,0,.
19.886364,HS diploma/GED,0,1.0
.,.,1,.
26.442308,Some college,0,1.0
.,HS diploma/GED,1,.
26.442308,Some college,1,1.0
.,HS diploma/GED,0,.
0.0,College degree,0,1.0
168.26923,Graduate degree,1,1.0
12.5,HS diploma/GED,0,0.0
.,Less than HS,0,.
12.019231,Graduate degree,0,0.0
.,HS diploma/GED,1,.
16.826923,Some college,0,1.0
48.076923,Some college,1,1.0
.,.,0,.
.,.,0,.
.,.,1,.
.,Some college,1,.
.,Some college,0,.
58.760685,Some college,1,1.0
28.846153,Some college,0,1.0
5.769231,Less than HS,0,1.0
4.8076925,Less than HS,1,1.0
14.903846,Less than HS,0,1.0
5.769231,Some college,1,0.0
11.363636,Some college,0,0.0
22.115385,Some college,1,1.0
14.423077,Less than HS,0,1.0
20.0,Some college,0,0.0
22.727272,Some college,0,0.0
1.3621795,Less than HS,1,0.0
.,.,0,.
.,College degree,1,.
.,Some college,1,.
.,Some college,0,.
12.820513,Less than HS,1,0.0
5.0,HS diploma/GED,1,0.0
1.5144231,HS diploma/GED,0,0.0
.,.,1,.
.,.,1,.
11.538462,Some college,1,1.0
3.7980769,Some college,1,1.0
.,Less than HS,1,.
48.076923,HS diploma/GED,0,1.0
.,Less than HS,1,.
.,HS diploma/GED,0,.
41.666668,HS diploma/GED,0,0.0
