state,year,commodity,var,value
Oregon,2011,322 Paper,imports,144850219
Oregon,2012,322 Paper,exports,446042635
Oregon,2012,322 Paper,imports,110686996
Oregon,2013,322 Paper,exports,423881349
Oregon,2013,322 Paper,imports,129301984
Oregon,2014,322 Paper,exports,368039410
Oregon,2014,322 Paper,imports,118746365
Oregon,2015,322 Paper,exports,332683166
Oregon,2015,322 Paper,imports,124302428
Oregon,2016,322 Paper,exports,236339016
Oregon,2016,322 Paper,imports,124474730
Oregon,2017,322 Paper,exports,198662298
Oregon,2017,322 Paper,imports,114352341
Oregon,2008,"323 Printed Matter And Related Products, Nesoi",exports,38361590
Oregon,2008,"323 Printed Matter And Related Products, Nesoi",imports,39355166
Oregon,2009,"323 Printed Matter And Related Products, Nesoi",exports,25783523
Oregon,2009,"323 Printed Matter And Related Products, Nesoi",imports,28935313
Oregon,2010,"323 Printed Matter And Related Products, Nesoi",exports,31816861
Oregon,2010,"323 Printed Matter And Related Products, Nesoi",imports,31003767
Oregon,2011,"323 Printed Matter And Related Products, Nesoi",exports,29566999
Oregon,2011,"323 Printed Matter And Related Products, Nesoi",imports,33661521
Oregon,2012,"323 Printed Matter And Related Products, Nesoi",exports,23942708
Oregon,2012,"323 Printed Matter And Related Products, Nesoi",imports,35703087
Oregon,2013,"323 Printed Matter And Related Products, Nesoi",exports,26182445
Oregon,2013,"323 Printed Matter And Related Products, Nesoi",imports,26828416
Oregon,2014,"323 Printed Matter And Related Products, Nesoi",exports,20114861
Oregon,2014,"323 Printed Matter And Related Products, Nesoi",imports,24396869
Oregon,2015,"323 Printed Matter And Related Products, Nesoi",exports,18718323
Oregon,2015,"323 Printed Matter And Related Products, Nesoi",imports,25087134
Oregon,2016,"323 Printed Matter And Related Products, Nesoi",exports,17083620
Oregon,2016,"323 Printed Matter And Related Products, Nesoi",imports,23465164
Oregon,2017,"323 Printed Matter And Related Products, Nesoi",exports,17070199
Oregon,2017,"323 Printed Matter And Related Products, Nesoi",imports,22141620
Oregon,2008,324 Petroleum & Coal Products,exports,125297860
Oregon,2008,324 Petroleum & Coal Products,imports,187220343
Oregon,2009,324 Petroleum & Coal Products,exports,129988623
Oregon,2009,324 Petroleum & Coal Products,imports,144022926
Oregon,2010,324 Petroleum & Coal Products,exports,130859797
Oregon,2010,324 Petroleum & Coal Products,imports,250481347
Oregon,2011,324 Petroleum & Coal Products,exports,142723954
Oregon,2011,324 Petroleum & Coal Products,imports,131416490
Oregon,2012,324 Petroleum & Coal Products,exports,201530217
Oregon,2012,324 Petroleum & Coal Products,imports,155926899
Oregon,2013,324 Petroleum & Coal Products,exports,203863661
Oregon,2013,324 Petroleum & Coal Products,imports,67544284
Oregon,2014,324 Petroleum & Coal Products,exports,159039785
Oregon,2014,324 Petroleum & Coal Products,imports,70734432
Oregon,2015,324 Petroleum & Coal Products,exports,125848052
Oregon,2015,324 Petroleum & Coal Products,imports,105624780
Oregon,2016,324 Petroleum & Coal Products,exports,107889431
Oregon,2016,324 Petroleum & Coal Products,imports,102323290
Oregon,2017,324 Petroleum & Coal Products,exports,118476412
Oregon,2017,324 Petroleum & Coal Products,imports,107245266
Oregon,2008,325 Chemicals,exports,1260493145
Oregon,2008,325 Chemicals,imports,1318596215
Oregon,2009,325 Chemicals,exports,1023910775
Oregon,2009,325 Chemicals,imports,1000442873
Oregon,2010,325 Chemicals,exports,1392307347
Oregon,2010,325 Chemicals,imports,1527919382
Oregon,2011,325 Chemicals,exports,1729694865
Oregon,2011,325 Chemicals,imports,1612838409
Oregon,2012,325 Chemicals,exports,1560577307
Oregon,2012,325 Chemicals,imports,1383778578
Oregon,2013,325 Chemicals,exports,1591603907
Oregon,2013,325 Chemicals,imports,1361059061
Oregon,2014,325 Chemicals,exports,1527855114
Oregon,2014,325 Chemicals,imports,1285550459
Oregon,2015,325 Chemicals,exports,1671284327
Oregon,2015,325 Chemicals,imports,1206633549
Oregon,2016,325 Chemicals,exports,1662451142
Oregon,2016,325 Chemicals,imports,863194610
Oregon,2017,325 Chemicals,exports,2249161193
Oregon,2017,325 Chemicals,imports,1378340037
Oregon,2008,326 Plastics & Rubber Products,exports,177187104
Oregon,2008,326 Plastics & Rubber Products,imports,381480856
Oregon,2009,326 Plastics & Rubber Products,exports,128517989
Oregon,2009,326 Plastics & Rubber Products,imports,305339761
Oregon,2010,326 Plastics & Rubber Products,exports,165724150
Oregon,2010,326 Plastics & Rubber Products,imports,370895719
Oregon,2011,326 Plastics & Rubber Products,exports,192457609
Oregon,2011,326 Plastics & Rubber Products,imports,433597940
Oregon,2012,326 Plastics & Rubber Products,exports,234257979
Oregon,2012,326 Plastics & Rubber Products,imports,419007705
Oregon,2013,326 Plastics & Rubber Products,exports,211292825
Oregon,2013,326 Plastics & Rubber Products,imports,478856690
Oregon,2014,326 Plastics & Rubber Products,exports,219483463
Oregon,2014,326 Plastics & Rubber Products,imports,525098512
Oregon,2015,326 Plastics & Rubber Products,exports,197613342
Oregon,2015,326 Plastics & Rubber Products,imports,513978011
Oregon,2016,326 Plastics & Rubber Products,exports,186106519
Oregon,2016,326 Plastics & Rubber Products,imports,416695519
Oregon,2017,326 Plastics & Rubber Products,exports,170680720
Oregon,2017,326 Plastics & Rubber Products,imports,446273809
Oregon,2008,327 Nonmetallic Mineral Products,exports,165363110
Oregon,2008,327 Nonmetallic Mineral Products,imports,171413163
Oregon,2009,327 Nonmetallic Mineral Products,exports,111115228
Oregon,2009,327 Nonmetallic Mineral Products,imports,112805063
Oregon,2010,327 Nonmetallic Mineral Products,exports,131225426
Oregon,2010,327 Nonmetallic Mineral Products,imports,138211043
Oregon,2011,327 Nonmetallic Mineral Products,exports,182848756
Oregon,2011,327 Nonmetallic Mineral Products,imports,152017908
Oregon,2012,327 Nonmetallic Mineral Products,exports,161662824
Oregon,2012,327 Nonmetallic Mineral Products,imports,136733999
Oregon,2013,327 Nonmetallic Mineral Products,exports,162855848
Oregon,2013,327 Nonmetallic Mineral Products,imports,135800797
Oregon,2014,327 Nonmetallic Mineral Products,exports,192771817
Oregon,2014,327 Nonmetallic Mineral Products,imports,165812622
Oregon,2015,327 Nonmetallic Mineral Products,exports,196023368
Oregon,2015,327 Nonmetallic Mineral Products,imports,211005851
Oregon,2016,327 Nonmetallic Mineral Products,exports,172796148
Oregon,2016,327 Nonmetallic Mineral Products,imports,193480613
Oregon,2017,327 Nonmetallic Mineral Products,exports,180011453
Oregon,2017,327 Nonmetallic Mineral Products,imports,223028410
Oregon,2008,331 Primary Metal Mfg,exports,704101282
Oregon,2008,331 Primary Metal Mfg,imports,1462872153
Oregon,2009,331 Primary Metal Mfg,exports,435300570
Oregon,2009,331 Primary Metal Mfg,imports,460152109
Oregon,2010,331 Primary Metal Mfg,exports,581391973
Oregon,2010,331 Primary Metal Mfg,imports,951060477
Oregon,2011,331 Primary Metal Mfg,exports,653641182
Oregon,2011,331 Primary Metal Mfg,imports,1253802416
Oregon,2012,331 Primary Metal Mfg,exports,612993572
Oregon,2012,331 Primary Metal Mfg,imports,1195506168
Oregon,2013,331 Primary Metal Mfg,exports,600783510
Oregon,2013,331 Primary Metal Mfg,imports,895584590
Oregon,2014,331 Primary Metal Mfg,exports,600515940
Oregon,2014,331 Primary Metal Mfg,imports,1053009822
Oregon,2015,331 Primary Metal Mfg,exports,464532131
Oregon,2015,331 Primary Metal Mfg,imports,715370078
Oregon,2016,331 Primary Metal Mfg,exports,322625375
Oregon,2016,331 Primary Metal Mfg,imports,428142878
Oregon,2017,331 Primary Metal Mfg,exports,368416001
Oregon,2017,331 Primary Metal Mfg,imports,525508495
Oregon,2008,"332 Fabricated Metal Products, Nesoi",exports,287451179
Oregon,2008,"332 Fabricated Metal Products, Nesoi",imports,617999485
Oregon,2009,"332 Fabricated Metal Products, Nesoi",exports,194181640
Oregon,2009,"332 Fabricated Metal Products, Nesoi",imports,430552762
Oregon,2010,"332 Fabricated Metal Products, Nesoi",exports,260692320
Oregon,2010,"332 Fabricated Metal Products, Nesoi",imports,298042261
Oregon,2011,"332 Fabricated Metal Products, Nesoi",exports,293128046
Oregon,2011,"332 Fabricated Metal Products, Nesoi",imports,316581537
Oregon,2012,"332 Fabricated Metal Products, Nesoi",exports,278957486
Oregon,2012,"332 Fabricated Metal Products, Nesoi",imports,376896335
Oregon,2013,"332 Fabricated Metal Products, Nesoi",exports,301948134
Oregon,2013,"332 Fabricated Metal Products, Nesoi",imports,300367278
Oregon,2014,"332 Fabricated Metal Products, Nesoi",exports,291120241
Oregon,2014,"332 Fabricated Metal Products, Nesoi",imports,349198830
Oregon,2015,"332 Fabricated Metal Products, Nesoi",exports,307426678
Oregon,2015,"332 Fabricated Metal Products, Nesoi",imports,390360760
Oregon,2016,"332 Fabricated Metal Products, Nesoi",exports,325224396
Oregon,2016,"332 Fabricated Metal Products, Nesoi",imports,443824313
Oregon,2017,"332 Fabricated Metal Products, Nesoi",exports,333221243
Oregon,2017,"332 Fabricated Metal Products, Nesoi",imports,450700791
Oregon,2008,"333 Machinery, Except Electrical",exports,1626354430
Oregon,2008,"333 Machinery, Except Electrical",imports,2405085020
Oregon,2009,"333 Machinery, Except Electrical",exports,1136817173
Oregon,2009,"333 Machinery, Except Electrical",imports,2226257436
Oregon,2010,"333 Machinery, Except Electrical",exports,1509691160
Oregon,2010,"333 Machinery, Except Electrical",imports,1190080195
Oregon,2011,"333 Machinery, Except Electrical",exports,1559863104
Oregon,2011,"333 Machinery, Except Electrical",imports,1644407534
Oregon,2012,"333 Machinery, Except Electrical",exports,1773765925
Oregon,2012,"333 Machinery, Except Electrical",imports,2622591926
Oregon,2013,"333 Machinery, Except Electrical",exports,2131577075
Oregon,2013,"333 Machinery, Except Electrical",imports,1935306967
Oregon,2014,"333 Machinery, Except Electrical",exports,2410159225
Oregon,2014,"333 Machinery, Except Electrical",imports,1759033146
Oregon,2015,"333 Machinery, Except Electrical",exports,2515993495
Oregon,2015,"333 Machinery, Except Electrical",imports,2211001478
Oregon,2016,"333 Machinery, Except Electrical",exports,2745126572
Oregon,2016,"333 Machinery, Except Electrical",imports,2559073375
Oregon,2017,"333 Machinery, Except Electrical",exports,3844643509
Oregon,2017,"333 Machinery, Except Electrical",imports,2768969217
Oregon,2008,334 Computer & Electronic Products,exports,7980154194
Oregon,2008,334 Computer & Electronic Products,imports,2123904459
Oregon,2009,334 Computer & Electronic Products,exports,6757674326
Oregon,2009,334 Computer & Electronic Products,imports,1528361776
Oregon,2010,334 Computer & Electronic Products,exports,7767935576
Oregon,2010,334 Computer & Electronic Products,imports,2030059927
Oregon,2011,334 Computer & Electronic Products,exports,6501163412
Oregon,2011,334 Computer & Electronic Products,imports,3759201292
Oregon,2012,334 Computer & Electronic Products,exports,6414797300
Oregon,2012,334 Computer & Electronic Products,imports,2659418238
Oregon,2013,334 Computer & Electronic Products,exports,6717091164
Oregon,2013,334 Computer & Electronic Products,imports,2071997477
Oregon,2014,334 Computer & Electronic Products,exports,8140694255
Oregon,2014,334 Computer & Electronic Products,imports,1840633633
Oregon,2015,334 Computer & Electronic Products,exports,8966109327
Oregon,2015,334 Computer & Electronic Products,imports,2533523097
Oregon,2016,334 Computer & Electronic Products,exports,9836292123
Oregon,2016,334 Computer & Electronic Products,imports,5173963355
Oregon,2017,334 Computer & Electronic Products,exports,8760011440
Oregon,2017,334 Computer & Electronic Products,imports,4423197630
Oregon,2008,"335 Electrical Equipment, Appliances & Components",exports,242255722
Oregon,2008,"335 Electrical Equipment, Appliances & Components",imports,435866325
Oregon,2009,"335 Electrical Equipment, Appliances & Components",exports,197861570
Oregon,2009,"335 Electrical Equipment, Appliances & Components",imports,366955914
Oregon,2010,"335 Electrical Equipment, Appliances & Components",exports,287864535
Oregon,2010,"335 Electrical Equipment, Appliances & Components",imports,430584124
Oregon,2011,"335 Electrical Equipment, Appliances & Components",exports,284513781
Oregon,2011,"335 Electrical Equipment, Appliances & Components",imports,512413238
Oregon,2012,"335 Electrical Equipment, Appliances & Components",exports,440752390
Oregon,2012,"335 Electrical Equipment, Appliances & Components",imports,752166747
Oregon,2013,"335 Electrical Equipment, Appliances & Components",exports,353743375
Oregon,2013,"335 Electrical Equipment, Appliances & Components",imports,556220825
Oregon,2014,"335 Electrical Equipment, Appliances & Components",exports,371858007
Oregon,2014,"335 Electrical Equipment, Appliances & Components",imports,551139094
Oregon,2015,"335 Electrical Equipment, Appliances & Components",exports,390760164
Oregon,2015,"335 Electrical Equipment, Appliances & Components",imports,598842124
Oregon,2016,"335 Electrical Equipment, Appliances & Components",exports,392282935
Oregon,2016,"335 Electrical Equipment, Appliances & Components",imports,559654735
Oregon,2017,"335 Electrical Equipment, Appliances & Components",exports,401528580
Oregon,2017,"335 Electrical Equipment, Appliances & Components",imports,627647775
Oregon,2008,336 Transportation Equipment,exports,1480098587
Oregon,2008,336 Transportation Equipment,imports,3702137537
Oregon,2009,336 Transportation Equipment,exports,739624997
Oregon,2009,336 Transportation Equipment,imports,2255750361
Oregon,2010,336 Transportation Equipment,exports,826641753
Oregon,2010,336 Transportation Equipment,imports,2804215778
Oregon,2011,336 Transportation Equipment,exports,917618120
Oregon,2011,336 Transportation Equipment,imports,2991749427
Oregon,2012,336 Transportation Equipment,exports,1159742188
Oregon,2012,336 Transportation Equipment,imports,3513941732
Oregon,2013,336 Transportation Equipment,exports,1067559983
Oregon,2013,336 Transportation Equipment,imports,2866641869
Oregon,2014,336 Transportation Equipment,exports,1599964535
Oregon,2014,336 Transportation Equipment,imports,2283437400
Oregon,2015,336 Transportation Equipment,exports,1176045978
Oregon,2015,336 Transportation Equipment,imports,2058613626
Oregon,2016,336 Transportation Equipment,exports,1888344636
Oregon,2016,336 Transportation Equipment,imports,2363554657
Oregon,2017,336 Transportation Equipment,exports,1116425189
Oregon,2017,336 Transportation Equipment,imports,2520547973
Oregon,2008,337 Furniture & Fixtures,exports,19618572
Oregon,2008,337 Furniture & Fixtures,imports,176590178
Oregon,2009,337 Furniture & Fixtures,exports,22062532
Oregon,2009,337 Furniture & Fixtures,imports,143644291
Oregon,2010,337 Furniture & Fixtures,exports,23743200
Oregon,2010,337 Furniture & Fixtures,imports,176005846
Oregon,2011,337 Furniture & Fixtures,exports,24518517
Oregon,2011,337 Furniture & Fixtures,imports,179856222
Oregon,2012,337 Furniture & Fixtures,exports,27248907
Oregon,2012,337 Furniture & Fixtures,imports,202008789
Oregon,2013,337 Furniture & Fixtures,exports,26727790
Oregon,2013,337 Furniture & Fixtures,imports,202504319
Oregon,2014,337 Furniture & Fixtures,exports,30471304
Oregon,2014,337 Furniture & Fixtures,imports,215546694
Oregon,2015,337 Furniture & Fixtures,exports,31758111
Oregon,2015,337 Furniture & Fixtures,imports,233042378
Oregon,2016,337 Furniture & Fixtures,exports,34611209
Oregon,2016,337 Furniture & Fixtures,imports,223148058
Oregon,2017,337 Furniture & Fixtures,exports,37717856
Oregon,2017,337 Furniture & Fixtures,imports,255888406
Oregon,2008,339 Miscellaneous Manufactured Commodities,exports,297428010
Oregon,2008,339 Miscellaneous Manufactured Commodities,imports,368650040
Oregon,2009,339 Miscellaneous Manufactured Commodities,exports,270637409
Oregon,2009,339 Miscellaneous Manufactured Commodities,imports,327729537
Oregon,2010,339 Miscellaneous Manufactured Commodities,exports,280493275
Oregon,2010,339 Miscellaneous Manufactured Commodities,imports,332054969
Oregon,2011,339 Miscellaneous Manufactured Commodities,exports,291738754
Oregon,2011,339 Miscellaneous Manufactured Commodities,imports,354578853
Oregon,2012,339 Miscellaneous Manufactured Commodities,exports,303437018
Oregon,2012,339 Miscellaneous Manufactured Commodities,imports,325179220
Oregon,2013,339 Miscellaneous Manufactured Commodities,exports,328111418
Oregon,2013,339 Miscellaneous Manufactured Commodities,imports,317953954
Oregon,2014,339 Miscellaneous Manufactured Commodities,exports,351791000
Oregon,2014,339 Miscellaneous Manufactured Commodities,imports,394161220
Oregon,2015,339 Miscellaneous Manufactured Commodities,exports,339567500
Oregon,2015,339 Miscellaneous Manufactured Commodities,imports,293163584
Oregon,2016,339 Miscellaneous Manufactured Commodities,exports,299286236
Oregon,2016,339 Miscellaneous Manufactured Commodities,imports,232644408
Oregon,2017,339 Miscellaneous Manufactured Commodities,exports,293830287
Oregon,2017,339 Miscellaneous Manufactured Commodities,imports,250496407
Oregon,2008,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,4771482
Oregon,2008,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,176253
Oregon,2009,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,10861674
Oregon,2009,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,109743
Oregon,2010,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,7420756
Oregon,2010,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,291526
Oregon,2011,"511 Newspapers, Books & Other Published Matter, Nesoi",exports,2938387
Oregon,2011,"511 Newspapers, Books & Other Published Matter, Nesoi",imports,190971
Oregon,2008,910 Waste And Scrap,exports,568412243
Oregon,2008,910 Waste And Scrap,imports,63640724
Oregon,2009,910 Waste And Scrap,exports,420417876
Oregon,2009,910 Waste And Scrap,imports,28967241
Oregon,2010,910 Waste And Scrap,exports,447029449
Oregon,2010,910 Waste And Scrap,imports,68449170
Oregon,2011,910 Waste And Scrap,exports,615740825
Oregon,2011,910 Waste And Scrap,imports,121066003
Oregon,2012,910 Waste And Scrap,exports,544914550
Oregon,2012,910 Waste And Scrap,imports,114569605
Oregon,2013,910 Waste And Scrap,exports,405468028
Oregon,2013,910 Waste And Scrap,imports,74036389
Oregon,2014,910 Waste And Scrap,exports,268931448
Oregon,2014,910 Waste And Scrap,imports,61524855
Oregon,2015,910 Waste And Scrap,exports,194643397
Oregon,2015,910 Waste And Scrap,imports,34424893
Oregon,2016,910 Waste And Scrap,exports,147351322
Oregon,2016,910 Waste And Scrap,imports,26239423
Oregon,2017,910 Waste And Scrap,exports,206078926
Oregon,2017,910 Waste And Scrap,imports,35955522
Oregon,2008,920 Used Or Second-hand Merchandise,exports,18735984
Oregon,2008,920 Used Or Second-hand Merchandise,imports,29517003
Oregon,2009,920 Used Or Second-hand Merchandise,exports,7332883
Oregon,2009,920 Used Or Second-hand Merchandise,imports,12863277
Oregon,2010,920 Used Or Second-hand Merchandise,exports,17175498
Oregon,2010,920 Used Or Second-hand Merchandise,imports,17271857
Oregon,2011,920 Used Or Second-hand Merchandise,exports,26887215
Oregon,2011,920 Used Or Second-hand Merchandise,imports,25944716
Oregon,2012,930 Used Or Second-hand Merchandise,exports,45017635
Oregon,2012,930 Used Or Second-hand Merchandise,imports,36193022
Oregon,2013,930 Used Or Second-hand Merchandise,exports,39235293
Oregon,2013,930 Used Or Second-hand Merchandise,imports,35730348
Oregon,2014,930 Used Or Second-hand Merchandise,exports,32965117
Oregon,2014,930 Used Or Second-hand Merchandise,imports,63806962
Oregon,2015,930 Used Or Second-hand Merchandise,exports,19623039
Oregon,2015,930 Used Or Second-hand Merchandise,imports,52465666
Oregon,2016,930 Used Or Second-hand Merchandise,exports,17226679
Oregon,2016,930 Used Or Second-hand Merchandise,imports,64675830
Oregon,2017,930 Used Or Second-hand Merchandise,exports,19132488
Oregon,2017,930 Used Or Second-hand Merchandise,imports,21309010
Oregon,2008,980 Goods Returned (exports For Canada Only),exports,1497565
Oregon,2008,980 Goods Returned (exports For Canada Only),imports,389873919
Oregon,2009,980 Goods Returned (exports For Canada Only),exports,591351
Oregon,2009,980 Goods Returned (exports For Canada Only),imports,309730754
Oregon,2010,980 Goods Returned (exports For Canada Only),exports,560209
Oregon,2010,980 Goods Returned (exports For Canada Only),imports,323926218
Oregon,2011,980 Goods Returned (exports For Canada Only),exports,358648
Oregon,2011,980 Goods Returned (exports For Canada Only),imports,588805753
Oregon,2012,980 Goods Returned (exports For Canada Only),exports,338471
Oregon,2012,980 Goods Returned (exports For Canada Only),imports,401145812
Oregon,2013,980 Goods Returned (exports For Canada Only),exports,406207
Oregon,2013,980 Goods Returned (exports For Canada Only),imports,402413562
Oregon,2014,980 Goods Returned (exports For Canada Only),exports,3270214
Oregon,2014,980 Goods Returned (exports For Canada Only),imports,624700224
Oregon,2015,980 Goods Returned (exports For Canada Only),exports,227988
Oregon,2015,980 Goods Returned (exports For Canada Only),imports,920518459
Oregon,2016,980 Goods Returned (exports For Canada Only),exports,325907
Oregon,2016,980 Goods Returned (exports For Canada Only),imports,1131898518
Oregon,2017,980 Goods Returned (exports For Canada Only),exports,275056
Oregon,2017,980 Goods Returned (exports For Canada Only),imports,1473788676
Oregon,2008,990 Other Special Classification Provisions,exports,54863152
Oregon,2008,990 Other Special Classification Provisions,imports,57774449
Oregon,2009,990 Other Special Classification Provisions,exports,51482156
Oregon,2009,990 Other Special Classification Provisions,imports,37176967
Oregon,2010,990 Other Special Classification Provisions,exports,34402784
Oregon,2010,990 Other Special Classification Provisions,imports,34233755
Oregon,2011,990 Other Special Classification Provisions,exports,55212331
Oregon,2011,990 Other Special Classification Provisions,imports,40633399
Oregon,2012,990 Other Special Classification Provisions,exports,31680131
Oregon,2012,990 Other Special Classification Provisions,imports,29978317
Oregon,2013,990 Other Special Classification Provisions,exports,26904185
Oregon,2013,990 Other Special Classification Provisions,imports,24319243
Oregon,2014,990 Other Special Classification Provisions,exports,25363661
Oregon,2014,990 Other Special Classification Provisions,imports,19256633
Oregon,2015,990 Other Special Classification Provisions,exports,29667804
Oregon,2015,990 Other Special Classification Provisions,imports,81702358
Oregon,2016,990 Other Special Classification Provisions,exports,34185803
Oregon,2016,990 Other Special Classification Provisions,imports,135863837
Oregon,2017,990 Other Special Classification Provisions,exports,55479853
Oregon,2017,990 Other Special Classification Provisions,imports,53048236
Pennsylvania,2008,111 Agricultural Products,exports,163250585
Pennsylvania,2008,111 Agricultural Products,imports,1569290898
Pennsylvania,2009,111 Agricultural Products,exports,213086143
Pennsylvania,2009,111 Agricultural Products,imports,1397019449
Pennsylvania,2010,111 Agricultural Products,exports,213877346
Pennsylvania,2010,111 Agricultural Products,imports,1633475702
Pennsylvania,2011,111 Agricultural Products,exports,240492827
Pennsylvania,2011,111 Agricultural Products,imports,1825524935
Pennsylvania,2012,111 Agricultural Products,exports,197795246
Pennsylvania,2012,111 Agricultural Products,imports,1403200197
Pennsylvania,2013,111 Agricultural Products,exports,176926205
Pennsylvania,2013,111 Agricultural Products,imports,1390662709
Pennsylvania,2014,111 Agricultural Products,exports,163303311
Pennsylvania,2014,111 Agricultural Products,imports,1184555369
Pennsylvania,2015,111 Agricultural Products,exports,131226961
Pennsylvania,2015,111 Agricultural Products,imports,1217453325
Pennsylvania,2016,111 Agricultural Products,exports,164138587
Pennsylvania,2016,111 Agricultural Products,imports,1344747900
Pennsylvania,2017,111 Agricultural Products,exports,164990902
Pennsylvania,2017,111 Agricultural Products,imports,1273546499
Pennsylvania,2008,112 Livestock & Livestock Products,exports,62759674
Pennsylvania,2008,112 Livestock & Livestock Products,imports,304149062
Pennsylvania,2009,112 Livestock & Livestock Products,exports,37637420
Pennsylvania,2009,112 Livestock & Livestock Products,imports,207038945
Pennsylvania,2010,112 Livestock & Livestock Products,exports,79715883
Pennsylvania,2010,112 Livestock & Livestock Products,imports,194050182
Pennsylvania,2011,112 Livestock & Livestock Products,exports,114733730
Pennsylvania,2011,112 Livestock & Livestock Products,imports,216297127
Pennsylvania,2012,112 Livestock & Livestock Products,exports,84608438
Pennsylvania,2012,112 Livestock & Livestock Products,imports,209301618
Pennsylvania,2013,112 Livestock & Livestock Products,exports,46878425
Pennsylvania,2013,112 Livestock & Livestock Products,imports,291353751
Pennsylvania,2014,112 Livestock & Livestock Products,exports,43839988
Pennsylvania,2014,112 Livestock & Livestock Products,imports,329433911
Pennsylvania,2015,112 Livestock & Livestock Products,exports,48433694
Pennsylvania,2015,112 Livestock & Livestock Products,imports,357668187
Pennsylvania,2016,112 Livestock & Livestock Products,exports,38798540
Pennsylvania,2016,112 Livestock & Livestock Products,imports,297056551
Pennsylvania,2017,112 Livestock & Livestock Products,exports,64431142
Pennsylvania,2017,112 Livestock & Livestock Products,imports,291825763
Pennsylvania,2008,"113 Forestry Products, Nesoi",exports,96478942
Pennsylvania,2008,"113 Forestry Products, Nesoi",imports,15009052
Pennsylvania,2009,"113 Forestry Products, Nesoi",exports,58618073
Pennsylvania,2009,"113 Forestry Products, Nesoi",imports,9938343
Pennsylvania,2010,"113 Forestry Products, Nesoi",exports,69327353
Pennsylvania,2010,"113 Forestry Products, Nesoi",imports,15226977
Pennsylvania,2011,"113 Forestry Products, Nesoi",exports,54344202
Pennsylvania,2011,"113 Forestry Products, Nesoi",imports,14138310
Pennsylvania,2012,"113 Forestry Products, Nesoi",exports,62520683
Pennsylvania,2012,"113 Forestry Products, Nesoi",imports,11557209
Pennsylvania,2013,"113 Forestry Products, Nesoi",exports,67563388
Pennsylvania,2013,"113 Forestry Products, Nesoi",imports,12619870
Pennsylvania,2014,"113 Forestry Products, Nesoi",exports,74861261
Pennsylvania,2014,"113 Forestry Products, Nesoi",imports,9324449
Pennsylvania,2015,"113 Forestry Products, Nesoi",exports,64159964
Pennsylvania,2015,"113 Forestry Products, Nesoi",imports,8324928
Pennsylvania,2016,"113 Forestry Products, Nesoi",exports,108793028
Pennsylvania,2016,"113 Forestry Products, Nesoi",imports,8191877
Pennsylvania,2017,"113 Forestry Products, Nesoi",exports,130593186
Pennsylvania,2017,"113 Forestry Products, Nesoi",imports,10305372
Pennsylvania,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,7755767
Pennsylvania,2008,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,68338358
Pennsylvania,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,6070155
Pennsylvania,2009,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,63952655
Pennsylvania,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,8771262
Pennsylvania,2010,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,80334962
Pennsylvania,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,7535422
Pennsylvania,2011,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,65517652
Pennsylvania,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,9950647
Pennsylvania,2012,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,62061632
Pennsylvania,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,10201685
Pennsylvania,2013,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,66735263
Pennsylvania,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,10380278
Pennsylvania,2014,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,73929077
Pennsylvania,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,9112335
Pennsylvania,2015,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,95783025
Pennsylvania,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,5808706
Pennsylvania,2016,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,96259966
Pennsylvania,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",exports,5337885
Pennsylvania,2017,"114 Fish, Fresh/chilled/frozen & Other Marine Products",imports,101693318
Pennsylvania,2008,211 Oil & Gas,exports,13282475
Pennsylvania,2008,211 Oil & Gas,imports,24597855971
Pennsylvania,2009,211 Oil & Gas,exports,66216500
Pennsylvania,2009,211 Oil & Gas,imports,13173154228
Pennsylvania,2010,211 Oil & Gas,exports,16754633
Pennsylvania,2010,211 Oil & Gas,imports,18901176111
Pennsylvania,2011,211 Oil & Gas,exports,35526619
Pennsylvania,2011,211 Oil & Gas,imports,22843537620
Pennsylvania,2012,211 Oil & Gas,exports,75861980
